id,uuid,category,muscles,equipment,images,ex_id,ex_name,description
538,275fb49f-975c-4d6e-9d63-2c86ed740f40,Chest,Chest,Barbell,129,41,Schrägbankdrücken LH,"<p>Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt der Kopf liegt auf der Bank. Nehme die Hantel etwas mehr als Schulterbreit aus der Halterung raus und drücke sie nach oben. Bringe die Hantel nach unten, bis sie die Brust kurz berührt. Drücke das Gewicht wieder nach oben.</p>"
539,60e9a0c0-5458-46cd-ab41-7d7b85225cf8,Chest,Chest,[],107,61,Schrägbankdrücken MP,"<p>Selbe Ausführung wie beim Schrägbankdrücken mit der Langhantel, aber in der Multipresse eben: Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt der Kopf liegt auf der Bank. Nehme die Stange etwas mehr als Schulterbreit aus der Halterung raus und drücke sie nach oben. Bringe die Stange nach unten, bis sie die Brust kurz berührt. Drücke das Gewicht wieder nach oben.</p>"
543,5912d7ed-6a0e-4b4c-b30a-fc9f3f890fc1,Shoulders,Shoulders,[],195,53,Schultermaschine,
545,e28b0685-7a8f-4343-9c0b-63b38386d30b,Abs,Abs,[],[],631,Scissors,"<p>Scissors is an abdominal exercise that strengthens the transverse abdominals, helping flatten your belly and strengthen your entire core. Scissors is not only a core strength move, but it is also a great stretch for your hamstrings and your lower back. Everyone is looking for new ways to work the core, to flatten the belly and to improve flexibility. If you learn how to do Scissors you will get everything rolled together in one move.</p>"
546,a3af48da-7722-4d6c-92d5-ef0db510f551,Arms,Biceps,Dumbbell,[],222,Scott Curl KH,<p>Über dem Brett zur Isolation des Bizeps</p>
548,6d77759f-c59d-47e9-b5e6-2706c944d2eb,Legs,[],[],[],377,Seated Hip Adduction,"Preparation
Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.

Execution
Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat."
549,cc5bf1a3-29b5-4c5a-8600-5e35c79ab4bf,Arms,Triceps,Bench,[],386,Seated Triceps Press,"<p>Sit down on a back (better with back support). Take a dumbbell firmly with both hands and hold it with extended arms over your head. With your palms facing upward and holding the weight of the dumbbell, slowly lower the weight behind your head.</p>
<p> </p>"
553,9ae8772d-570c-4d16-abd4-34f5d5081e4e,Shoulders,[],Dumbbell,[],742,Seitheben Kurzhantel Vorgebeugt,"<p>Auf einer Bank sitzend, beugen Sie sich mit den Hanteln auf dem Boden um 45 Grad und heben Sie die Hanteln dann langsam auf Schulterhöhe an und halten Sie sie einige Sekunden lang gedrückt, bevor Sie sie in die Ausgangsposition absenken.</p>"
556,919bb48a-42fe-4a11-9078-ea2b5087c49f,Abs,,[],[],240,Seitliches Oberkörperbeugen am Gerät,"<p>Zielmuskeln: Schräger Bauchmuskel</p>
<p>Unterstützende Muskulatur: Gerader Bauchmuskel</p>
<p>Erforderliches Equipment: Roman Chair</p>
<ul>
<li>Gerader Körper in der Ausgangsposition</li>
<li>Oberkörper in Richtung Boden beugen</li>
<li>Wenn der Oberkörper ungefähr parallel zum Boden ist, mit der Aufwärtsbewegung beginnen</li>
<li>Hände wahlweise hinter dem Kopf oder vor der Brust</li>
</ul>"
557,d91e446a-8bca-45ad-9b59-2e301ac25af8,Abs,,Dumbbell,[],928,Rotational Decline Weighted Sit-up,"<p>Start by positioning yourself in the decline bench, gripping a light weight with both hands. Lower your torso down so that its parallel to the ground. Hold the weight straight out from your chest, keeping your arms as straight as possible. Rotate your torso and arms to one side as far as possible, twisting from low in your torso. Pause for 1 or 2 seconds. Rotate back to center while also squeezing your core to perform a sit-up, keeping your arms straight and brining the weight overhead. Repeat on the opposite side.</p>"
562,169896b2-90e3-4497-9d73-56bee4a34697,Back,Lats,[],[],339,Shotgun Row,"<ol>
<li>Attach a single handle to a low cable.</li>
<li>After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.</li>
<li>Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>"
564,09ed42ad-5523-424d-bd64-c439694a65fe,Shoulders,Shoulders,Dumbbell,[],802,Shoulder Fly,"The shoulder fly (also known as a lateral raise) works the deltoid muscle of the shoulder. The movement starts with the arms straight, and the hands holding weights at the sides or in front of the body. Body is in a slight forward-leaning position with hips and knees bent a little. Arms are kept straight or slightly bent, and raised through an arc of movement in the coronal plane that terminates when the hands are at approximately shoulder height. Weights are lowered to the starting position, completing one rep. When using a cable machine the individual stands with the coronal plane in line with the pulley, which is at or near the ground.[9] The exercise can be completed one shoulder at a time (with the other hand used to stabilize the body against the weight moved), or with both hands simultaneously if two parallel pulleys are available."
566,8b0a0371-c0a9-42a7-aab7-68d520542fb2,Shoulders,Shoulders,Barbell,171,266,Schulterdrücken LH,<p>Schulterdrücken im Sitzen mit der Langhantel</p>
567,87affa4b-395b-437c-9581-2bd20ea5aa7c,Shoulders,Shoulders,Dumbbell,173,241,Schulterdrücken KH,"<ul>
<li>Übung kann im Sitzen oder im Stehen ausgeführt werden</li>
<li>Rücken durchgestreckt, Blick geradeaus, unteren Rücken und Bauchmuskulatur anspannen</li>
<li>Ellenbogen nicht zu weit absenken, idealerweise bis maximal zur Schulterhöhe</li>
</ul>"
568,92702a8e-1d5f-4c59-aa18-5d8f6a2826e3,Shoulders,Shoulders,[],175,152,"Shoulder Press, on Machine",
569,141bc870-56be-4749-a3b9-e56d5d5618b4,Shoulders,Shoulders,[],[],155,"Shoulder Press, on Multi Press","<p>The exercise is basically the same as with a free barbell:</p>
<p>Sit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>"
570,f956977e-cc05-4db2-a387-ba6140b1ef34,Shoulders,,Barbell,[],805,Shoulder Shrug,"The shoulder shrug (usually called simply the shrug) is an exercise in weight training used to develop the upper trapezius muscle. The lifter stands erect, hands about shoulder width apart, and raises the shoulders as high as possible, and then lowers them, while not bending the elbows, or moving the body at all. The lifter may not have as large a range of motion as in a normal shrug done for active flexibility. It is usually considered good form if the slope of the shoulders is horizontal in the elevated position."
571,270e108d-3cd2-45a9-807b-c357317eb15c,Shoulders,Shoulders,Barbell,43,150,"Shrugs, Barbells","<p>Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>"
572,72a945ec-3a7f-424b-9a05-1616ef7dce91,Shoulders,Shoulders,Dumbbell,39,151,"Shrugs, Dumbbells","<p>Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>"
575,6199b3c7-3ccb-47fa-89bb-ef7fef12c0e3,Shoulders,Shoulders,[],[],67,Shrugs (Schulterheben) Mit MP,"<p>Greife die Stange der Multipresse, stelle dich mit Schulterbreitem Stand und sehr leicht gebeugte Beine auf und lasse den Blick nach vorn. Die Arme hängen am Körper. Aus dieser Position hebst du nun das Gewicht, indem du die Schultern nach oben ziehst. Beuge dabei die Arme nicht. Auf dem höchsten Punkt kannst du 1 oder 2 Sekunden ausharren, bringe dann die Schultern langsam nach unten.</p>"
576,2f8ee51b-f493-47f7-8b2a-1da16c128f73,Abs,,Gym mat,147,176,Side Crunch,<p>Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.</p>
577,cf1f0fed-6310-4210-8f7d-22e375e6c60c,Back,,Dumbbell,[],278,Side Dumbbell Trunk Flexion,"<p>AKA dumbbell side bends. Stand in line with the hips with slightly bent knees, maintain the natural curvature of the spine, hand stretched by the body, grip the barbell with one hand. <em> </em>Make slow and controlled torso side flexions till you reach the angle of approximately 45°.</p>"
578,d9f6c15a-b224-4ef6-93e9-fd6509b66add,Shoulders,[],[],[],422,Side-lying External Rotation,"<p>With a weight in one hand, lie on your side opposite the weight. Keep your knees slightly bent. Hold your elbow against your side, and extend your upper arm straight ahead of you. While continuing to hold your elbow against your side, rotate your upper arm 90 degrees upwards.</p>
<p>It is helpful to place a towel under your armpit to help with the form on this exercise. Placing a support under your head for the duration of the exercise is also a good idea.</p>"
580,e1b99153-0102-47fc-b0cd-c21509827b0b,Abs,Abs,none (bodyweight exercise),[],325,Side Plank,<p>Works your obliques and helps stabilize your spine. Lie on your side and support your body between your forearm and knee to your feet.</p>
581,9b210eb3-6ff0-4a57-8e26-e89da8751c19,Shoulders,[],Barbell,[],319,Side Raise,"<p>Stand up or sit , keep both weights in front against legs or at side. Keep arms at around a 90 degree angle. Lift elbows up slowly and squeese traps when at topmost position. Lower the weights slowly back to starting position.</p>
<p>2 seconds up, 2 seconds down</p>"
583,9374fdaf-411f-4ae6-8f0c-21cc2d3dc667,Chest,Shoulders,[],[],302,Side to Side Push Ups,"<p>-start in push up position</p>
<p>-lean the body weight to the right side, and complete a push up with the chest over the right hand</p>
<p>-come back to the centered position</p>
<p>-on rep 2, lean to the left side</p>"
584,c85e6137-2577-4e28-82c2-427407d534eb,Arms,Biceps,Dumbbell,[],205,Single-arm Preacher Curl,"<p>Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.</p>"
590,6e46833d-fd83-4c1a-90af-eb3f3a917199,Calves,,[],[],103,Sitting Calf Raises,"<p>Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.</p>"
591,f38e9c23-031d-44d0-ac27-7f1026212c73,Abs,Abs,[],[],95,Sit-ups,"<p>Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.</p>
<p> </p>"
595,e60125f0-3a88-4707-815f-fe0e2b4be3c4,Calves,Calves,[],[],411,Skipping - Standard,"<p>Do a single, double footed jump for each swing of the rope.</p>
<p>Work on a smooth, rhythmical movement, bouncing lightly on the balls of your feet.</p>"
598,092d0fbb-0409-470e-a087-beb9a378f3f7,Arms,Triceps,[],[],218,Smith Machine Close-grip Bench Press,"<p>Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.</p>"
599,8161de8b-7802-46c0-9bd4-db60f39b7677,Shoulders,Shoulders,Barbell,[],271,Snach,"<p>Stand with your feet at hip width and your shins against the bar. Grasp the bar at double shoulder width and, keeping your lower back flat, drive your heels into the floor to begin lifting the bar. When it's above your knees, explosively extend your hips and shrug your shoulders. Let the momentum carry the weight overhead.</p>"
604,b1051c3e-78a9-4b73-899c-c700098cf1a8,Legs,[],[],[],328,Speed Deadlift,<p>Deadlift with short (&lt;1min) rest between sets.</p>
607,eaf6f39e-d46d-4460-b5a9-71e814b18f89,Abs,,[],[],170,Splinter Sit-ups,"<p>Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the left and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.</p>"
614,5c0824dc-f2fb-4d19-a1e5-7c33219ad51d,Legs,Quads,[],[],185,Squat Jumps,"<p>Jump wide, then close</p>"
615,a2f5b6ef-b780-49c0-8d96-fdaff23e27ce,Legs,Quads,Barbell,151,7,Kniebeuge,"<p>Stelle die Halterung der Langhantel auf so eine Höhe ein, dass du sie bequem raus- und wieder reinbringen kannst. Bereite dich vor:</p>
<ul>
<li>die Stange ist etwas tiefer als Schulterhöhe</li>
<li>die Füße sind ziemlich auseinander und zeigen leicht nach außen</li>
<li>der Kopf ist im Nacken und schaut nach vorne/oben.</li>
<li>die Brust wird nach außen gebracht</li>
</ul>
<p>Gehe nun langsam runter, bis der Oberschenkel einen rechten Winkel bildet, nicht tiefer. Die Knie zeigen leicht nach außen, dein Gesäß nach hinten. Mache eine kleine Pause und gehe mit so viel Energie wie du aufbringen kannst, wieder nach oben. Nach 2 Sekunden Pause gehe wieder runter.</p>"
616,30ac081b-fb79-4253-9457-8efc07568790,Legs,Glutes,none (bodyweight exercise),[],795,Squat Thrust,"The burpee, or squat thrust, is a full body exercise used in strength training and as an aerobic exercise. The basic movement is performed in four steps and known as a four-count burpee: Begin in a standing position. Move into a squat position with your hands on the ground. (count 1) Kick your feet back into a plank position, while keeping your arms extended. (count 2) Immediately return your feet into squat position. (count 3) Stand up from the squat position (count 4)"
617,69dda766-aab8-4ad4-942e-9ad252ca12fd,Back,Lats,[],[],372,Stahování Horní Kladky Nadhmatem,"* Posaďte se čelem ke kladce, zapřete stehna o opěrku a uchopte nadhmatem horní kladku. Úchop zvolte širší než na šířku ramen. Střed těla udržujte zpevněný, hrudník je vypnutý vzhůru, pohled směřuje vzhůru tak, aby krční páteř zůstala v neutrální poloze.

* Stahujte kladku k horní části hrudníku. Ramena stahujte směrem dolů. Lokty jsou v ose těla, nebo se pohybují mírně za tělo. Soustřeďte se na fixaci lopatek směrem k páteři. Tím docílíte maximálního zapojení cílových svalů. Po dosažení maximální kontrakce pomalu pouštějte kladku do výchozí polohy.

* Úchop můžete zvolit palcový (palec proti ostatním prstům), nebo bezpalcový (palec zároveň s ostatními prsty) podle toho, který Vám více vyhovuje. Nádech je v excentrické fázi cviku (pohyb kladky vzhůru), výdech v koncentrické fázi (přitažení kladky k hrudníku).

http://kulturistika.ronnie.cz/c-17653-zasobnik-cviku-10-zada-pritahy-horni-kladky.html"
618,625f15b7-0f02-4ede-9558-64f964aebbc2,Back,Lats,[],[],366,Stahování Horní Kladky Podhmatem,"Výchozí poloha cviku je opět vsedě čelem ke kladce. Šířka úchopu je zhruba na šířku ramen. Trup je zpevněný a v mírném záklonu. Kladku s výdechem stahujte k horní části hrudníku, lokty se pohybují blízko k tělu. Nádech je při pohybu kladky vzhůru."
621,eb61c7a1-e1c9-4c44-a8ce-2bbe98a39857,Arms,Biceps,Dumbbell,[],768,Standing Bicep Curl,Stand holding dumbbells at shoulder width apart. Face forearm upward and keep upper arm still while raising each dumbbell up to your shoulder.
622,7ce443b6-eb84-4f65-b05f-461c1cc8bcc0,Calves,Calves,[],[],102,Standing Calf Raises,"<p>Get onto the calf raises machine, you should able to completely push your calves down. Stand straight, don't make a hollow back and don't bend your legs. Pull yourself up as high as you can. Make a small pause of 1 - 2 seconds and go slowly down.</p>"
623,7dc59fa0-5552-4ffa-954f-9bc8c22740bf,Arms,[],[],[],382,Standing Rope Forearm,"<p>Grab a wrist roller tool with both hands while standing with your feet about shoulder width apart. If your gym does not have a wrist roller tool, you can easily put one together. All you need is a 5 or 10 pound weight plate, a strong thin rope about 3 feet long and a 6-8 inch stick or bar. Securely fasten the rope to the middle of the bar/stick and tie the other end of the rope to the weight plate. To begin this exercise, grab the bar/stick with both hands using an overhand grip. Extend both arms straight out in front of you, parallel to the floor. Next, roll the weight up from the floor by rapidly twisting the bar/stick with your hands and wrists. Once the weight reaches the top, slowly lower the plate back to the floor by reversing the motion of your hands and wrists. Repeat (if you can!).</p>"
624,4d5decb3-5fbe-45c1-9ad5-ff715e53cb34,Legs,[],[],[],293,Stationary Bike,<p>Ride a Stationary Bike with various tensions.</p>
627,22c59ede-970b-43e1-bb51-ac1c2be0b0e0,Legs,Hamstrings,Barbell,[],209,Stiff-legged Deadlifts,"<ul>
<li>Keep legs straight</li>
<li>Keep back straight</li>
</ul>"
628,0f5fc602-afb6-4500-87da-f115f3ef3f47,Back,Lats,[],[],216,Straight-arm Pull Down (bar Attachment),"<p>Use the straight bar attachment on a high pulley. Grasp the two ends of the bar with your palms facing downward and your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>"
629,2f7149c3-77ce-4313-a59c-aef82b5a730a,Back,Lats,[],[],215,Straight-arm Pull Down (rope Attachment),"<p>Use the rope attachment on a high pulley. Grasp the two ends of the rope with your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>"
630,0c2d9b74-3d1e-481f-a7bf-3b3532f7d6b0,Legs,Quads,[],[],557,Sumo Deadlift,"<ol>
<li>Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.</li>
<li>Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.</li>
<li>As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together.</li>
<li>Return the weight to the ground by bending at the hips and controlling the weight on the way down.</li>
</ol>"
632,0a5a7661-1e24-4c15-bb2b-503672141307,Legs,Glutes,Barbell,[],570,Sumo Squats,"<p>Stand with your feet wider than your shoulders, with your toes pointed out at a 45 degree angle and barbell on your shoulder.</p>
<p>While keeping your back straight, descend slowly by bending at the knees and hips as if you are sitting down (squatting).</p>
<p>Lower yourself until your quadriceps and hamstrings are parallel to the floor.</p>
<p>Return to the starting position by pressing upwards and extending your legs while maintaining an equal distribution of weight on your forefoot and heel.</p>"
636,66c90ca7-23d8-47b1-820f-dc0c8140603b,Back,Glutes,Gym mat,[],330,Superman,"<p>Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and legs at the same time, as if you were flying, and contract the lower back. Make sure that you are breathing and, depending on your fitness level, hold the movement for at least two to five seconds per repetition.</p>"
641,24b62fb4-0158-486e-89f1-9a5f1db234ef,Back,Lats,[],76,76,T-Bar Rudern (breit),"<p>Die Ausführung ist sehr ähnlich wie beim freien vorgebeugtem Rudern, nur ist hier die Stange fest.</p>
<p>Stelle dich auf das Gerät in die entsprechende Stelle und greife die Gewichtsstange mit mittelbreitem Griff. Gehe etwas in die Knie, bringe die Brust raus und führe den Oberkörper nach vorne. Hebe das Gewicht und ziehe es in Richtung Bauchnabel hoch (Ellenbogen am Körper lassen). Lasse es dann langsam wieder runter und spüre die Dehnung in den Kreuzmuskeln.</p>"
650,51420ded-5c17-4ce0-b005-89f1b67b7c65,Legs,Shoulders,Barbell,[],980,Test Exercise,<p>blahblahblahblahblahblahblahblah blahblahblah blahblahvblahv</p>
655,5915fabe-c941-4dac-b196-bc4e8c7ce57b,Arms,Triceps,Dumbbell,[],232,Kick-Backs,"<p>Stelle dich auf einer Bank, wie beim einarmigen KH-rudern: ein Knie und eine Hand auf die Bank, das andere Bein ist auf dem Boden und gibt Halt. Nehme die KH, der Vorderarm macht einen rechten Winkel und zeigt nach unten. Ohne die Ellenbogen zu bewegen, bringe das Gewicht hoch.</p>"
657,81b38bf0-612b-4e4a-b114-153c6f9b5a55,Arms,Triceps,[],[],186,Triceps Bench Press One Barbell,<p>Činka v jedné ruce v úrovni ramene. Zvedat do výšky napnuté paže a zpět. Provádět pomalu.</p>
658,455fc17f-dc4c-4516-a335-8286958e7a7b,Arms,Triceps,[],[],162,Triceps Dips,"<p>lift on parallel bars hold for 1 second, and lower slowly and control for 4 seconds, then come back with no rest (tempo: 4010)</p>"
659,3188868c-84e2-4a3b-b7dc-f79d8650988d,Arms,Triceps,[],[],89,Triceps Extensions on Cable,"<p>Grab the cable, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Rotate your hands outwards at the very end and go back to the initial position without pause.</p>"
660,f00630d6-578f-487f-8bf5-39c96366ccb8,Arms,Triceps,[],[],90,Triceps Extensions on Cable With Bar,"<p>Grab the bar, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Without pause go back to the initial position.</p>"
661,6c671e43-497f-4863-8d78-b592f3b5e7c6,Arms,Triceps,[],[],139,Triceps Machine,<p>.</p>
665,557ae429-100d-4d5b-a173-e5186fa2d9bc,Arms,Triceps,Dumbbell,62,45,Trizepsdrücken KH Über Kopf,"<p>Setze dich auf eine Bank und nehme eine Kurzhantel in die Hand. Strecke den Arm fast vollständig aus und lasse nun das Gewicht langsam bis hinter dem Kopf herunter. Während der Übung darf nur der Trizeps die Arbeit machen, achte darauf, dass sich die Ellenbogen nicht bewegen. Zur Stabilisierung kannst du den freien Arm nehmen.</p>"
671,85542e68-ce96-42ae-9c2a-f5b28daf5985,Arms,Triceps,Dumbbell,[],292,Trizeps Unterarm Heben Über Kopf,"<p>- Arm senkrecht nach oben halten</p>
<p>- Arm beugen und Hantel hinter den Nacken führen, dabei einatmen</p>
<p>- Hantel wieder nach oben führen bis Arm wieder gestreckt ist, dabei ausatmen</p>
<p>! Darauf achten, dass Oberarm fixiert bleibt und sich nicht bewegt</p>
<p> </p>
<p>-&gt; Angesprochene Muskeln: lateraler Kopf des Trizeps; langer Kopf des Trizeps</p>"
672,90e9f590-7d68-4afb-9f95-8429246ea4aa,Abs,,[],[],310,Trunk Rotation With Cable ,<p>Seated trunk rotation with cable </p>
674,8766d43c-e035-4c37-b824-b94dce5bf710,Back,[],none (bodyweight exercise),[],400,TRX Rudern,<p>Rudern mit Schlingentrainer - Körpergewichtsübung</p>
675,309bfd2b-1af4-49db-b64b-d7d7c7dd39bb,Abs,Shoulders,Dumbbell,[],318,Turkish Get-Up,"<p>Starting on back, move to the standing position with dumbbell in one hand.  Switch hands between reps.</p>"
680,c5d822d4-8fa9-4968-9ed3-c86645917111,Chest,Lats,[],[],40,Überzugmaschine,
681,d1ebb9e8-ba7c-43ea-ac52-27f09adf8fec,Abs,,Dumbbell,[],369,Úklony do Strany s Čínkou,"Vezmeme činku do jedné ruky a děláme úklony na stranu, kde držíme činku se zaměřením na táhnutí bočními břišními svaly."
683,52dec48d-25a4-4a78-b66b-ad6a773e143a,Chest,Chest,Barbell,[],31,Umsetzen,<p>.</p>
684,76965848-9776-4be5-b879-e3c97033b80f,Back,Lats,[],[],212,Underhand Lat Pull Down,"<p>Grip the pull-down bar with your palms facing you and your hands closer than shoulder-width apart. Lean back slightly and keep your back straight. Pull the bar down towards your chest, pulling your shoulders back slightly at the end of the motion.</p>"
685,b5413941-a9a4-4c9c-9b4a-0cfbb450e9d7,Arms,[],[],[],250,Unterarm Heben,<p>DIE UNTERARME IM SITZEN AUF DIE KNIE ABSTÜTZEN DIE HANDFLÄCHE  NACH OBEN DIE LANGHANTEL ANHEBEN</p>
687,f4467e9a-9bb1-4e93-bec6-10a5d7738ffb,Chest,Shoulders,Barbell,[],905,Overhead Press,
688,6fc4815a-8852-4e89-a10b-bd36a9029dbb,Chest,,Pull-up bar,[],258,Upper External Oblique,<p>Exercise for upper external oblique muscles</p>
691,738137c0-5387-4215-b457-ea7af113b3ba,Shoulders,Shoulders,[],[],147,"Upright Row, on Multi Press","<p>The movements are basically the same as with an SZ-bar, but you use the bar on the multi press:</p>
<p>Stand straight, your feet are shoulder-width apart. Hold the bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>"
693,5d40c67d-be59-4092-9c9c-301ca5310e2b,Shoulders,Shoulders,SZ-Bar,[],127,"Upright Row, SZ-bar","<p>Stand straight, your feet are shoulder-width apart. Hold the SZ-bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>"
694,01976085-6701-45ea-b152-5c46ba60550d,Shoulders,Shoulders,Dumbbell,[],311,Upright Row w/ Dumbbells,<p>Feet apart at shoulder width. Nice and Slow!</p>
695,d847301e-1613-4987-85cd-61d3ff9d7ef8,Back,[],[],[],424,V-Bar Pulldown,<p>Pulldowns using close grip v-bar.</p>
699,f04e9890-e157-44f5-a7a3-0ce1b5cb7c3f,Calves,Calves,[],[],373,Výpony na Horu Leg-Press,"1) Sedneme si do leg-pressu
2) Špičky dáme na okraj plochy na chodidla
3) Provádíme výpony
4) V horní poloze je třeba podržet a koncentrovat se a stejně, i v dolní poloze a dělat to v plném rozsahu pohybu
5) Pohyb opakujeme"
702,4e752292-051a-4043-8f80-a390c23875e6,Calves,Calves,[],[],297,"Wadenheben, Einbenig",<p>Wenn man möchte mit extra Gewicht</p>
711,0d68029a-f025-41fe-9c56-6ccbc32bc43d,Shoulders,[],none (bodyweight exercise),[],359,Wall Handstand,<p>Handstand against a wall for support (chest facing wall).</p>
713,51a80676-92d8-4f91-b51a-4666888e40db,Arms,Shoulders,none (bodyweight exercise),[],203,Wall Pushup,<p>Pushup against a wall</p>
716,f1946fd4-793d-47a5-b66f-599b7f53695d,Back,Biceps,none (bodyweight exercise),[],548,Wall Slides,"<p>Stand with heels,  shoulders, back of head,  and hips touching the wall. Start with biceps straight out and elbows at a 90 degree angle. Straighten the arms while remaining againstthe wall without arching the back off of the wall, mimicking a shoulder press movement. </p>"
718,46ee5805-512a-43a2-944c-97f7744b0078,Legs,Hamstrings,none (bodyweight exercise),[],387,Wall Squat,"<p>Find a nice flat piece of wall and stand with your back leaning against the wall. Slowly slide down the wall while moving your feet away from it, until your thighs are parallel to the ground and both your knees and your hips are bent at a 90° angle. Cross your arms in front of your chest and hold this position for 30 seconds.</p>
<p>Variant: put a big inflated rubber ball (like a small basketball) between your knees and squeeze the ball while holding the squat position</p>"
721,cfeedd4f-84e3-402c-a105-ec985658c927,Legs,[],Barbell,[],320,Weighted Step,"<p>Box step-ups w/ barbell, 45's on each side</p>"
722,591992cb-48ee-4b39-b790-e05b4a2c11e3,Legs,[],[],[],321,Weighted Step-ups,<p>box step ups w/ barbell and 45's on each side</p>
723,55b9d286-c4cc-4a29-97ad-58cb13c2bb7e,Back,Lats,[],[],204,Wide-grip Pulldown,<p>Lat pulldowns with a wide grip on the bar.</p>
729,72cf6a74-e7b7-48ea-a277-ebd91023f984,Arms,Biceps,[],[],305,Z Curls,"<p>-Perform a traditional dumbbell biceps curl, pausing at the top of the motion.</p>
<p>-Twist your hands until your palms are facing away from your shoulders (in reverse curl position).  Basically, twist your right wrist inwards to the left, and vice versa.</p>
<p>-In a slow, controlled movement, lower the Dbells with your palms facing the ground.  At the bottom of the motion, twist your wrists back into the traditional curl grip (palms facing up, towards shoulder).</p>
<p>-That is 1 rep</p>
<p> </p>"
731,6dd693a5-b593-4cb6-ac48-13fc6017b9cf,Abs,Abs,none (bodyweight exercise),[],368,Zkracovačky s Medicinbalem ,lehneme na podložku. Medicinbal do ruky natáhneme jí před sebe a provádíme zkracovačky .
732,51348a59-c291-492d-8a93-c166944c4745,Legs,Hamstrings,[],[],261,Бег,"<p>Бег предоставляет хорошие условия в качестве аэробной тренировки, которая увеличивает порог выносливости, положительно влияет на сердечно-сосудистую систему, повышает обмен веществ в организме и, таким образом, помогает осуществлять контроль за весом тела. Бег позитивно влияет на иммунную систему и улучшает тонус кожи. Укрепление мускулатуры ног и улучшение обмена веществ помогает предотвратить и устранить целлюлит.</p>
<p>https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B3</p>"
733,c4fa778b-3bdd-42f9-8d2c-9e4a43e3b187,Legs,[],none (bodyweight exercise),[],236,Велотренажор,<p>занятие на велотренажоре</p>
734,8a25b161-cb71-46a3-8765-fa8630029727,Arms,[],[],[],235,Велотренажор,<p>фыв фывыфыф вы</p>
