id,uuid,name,exercise_base,description,category,muscles,muscles_secondary,equipment
281,e1881607-9418-4bcc-8c69-2301a579637e,L Hold,382,<p>Hold the L position for as long as possible</p>,10,[],[],[]
172,35871103-6cfe-493f-afe1-8401f88fed84,Liegestütz,482,"<p>Ausgangsposition des Liegestütz ist die Bauchlage, der Körper ist gestreckt. Die Hände befinden sich etwas über schulterbreit voneinander entfernt am Boden. Die Finger zeigen nach vorne, die Daumen nach innen. Durch gleichzeitiges Anspannen der Arme werden diese gestreckt und der Oberkörper hebt vom Boden ab. Das Gewicht wird gleichmäßfig auf Zehenspitzen und Händen verteilt. Kopf, Hals, Wirbelsäule, Gesäß und Knie bilden eine Linie und die Bauchmuskulatur ist angespannt. Nun werden beide Arme gleichzeitig gebeugt und der Oberkörper somit abgesenkt, bis die Nasenspitze fast den Boden berührt. Der Körper bleibt dabei gestreckt.</p>
<ul>
<li>Der Kopf muss beim Liegestütz in einer Linie mit dem Körper sein, der Blick ist auf den Boden gerichtet.</li>
<li>Der Kopf darf nicht in den Nacken genommen werden, sonst drohen Zerrungen.</li>
<li>Der Po sollte weder nach unten durchhängen, noch weit nach oben gestreckt sein. Durch Körperspannung wird eine Hohlkreuzbildung vermieden.</li>
<li>Um die Brustmuskulatur vollständig zu trainieren, muss die Übung mit größtmöglichen Bewegungsradius durchgeführt werden. Die Trainingswirkung ist intensiver, je tiefer der Oberkörper zum Boden gebracht wird.</li>
<li>Keine ruckartigen, sondern gleichmäßige Bewegungen durchführen.</li>
<li>Die Arme werden nicht ganz durchgestreckt sondern bleiben auch in der höchsten Position leicht angewinkelt, um die Spannung in Brust, Schultern und Trizeps konstant zu halten.</li>
<li>Beim Hochdrüccken ausatmen, beim Absinken einatmen.</li>
</ul>",8,[5],"[2, 4, 6]",[7]
295,ec1db965-6315-438c-84dd-d52677e65c62,Liegestüzten Diamond,386,"<p>Liegestütze mit Händen zusammen. Die Hände werden so nebeneinander gelegt, das Daumen und Zeigefinger eine Raute (Diamant) bilden</p>",11,[4],[5],[7]
37,91fa0487-b137-4bef-86cf-39816cd5ee48,Long-Pulley,394,"<p>Setze dich hin, stelle die F&uuml;&szlig;e auf die St&uuml;tzstellen ab und greife die Stange mit breitem Griff. Ziehe nun die H&auml;nde auf den Nabel, nicht h&ouml;her. Dabei sollten die Arme nahe am K&ouml;rper bleiben und die Schultern so weit wie m&ouml;glich zusammengezogen werden. Lasse langsam und kontrolliert das Gewicht wieder nach vorne bis die Arme vollst&auml;ndig ausgestreckt sind.</p>",12,[12],"[1, 13]",[]
136,490a615c-4185-4560-88a5-020f3aa40be2,Long-Pulley (eng),395,"<p>Der Bewegungsablauf ist wie der vom Long-Pulley mit breitem Griff.</p>
<p>Setze dich hin, stelle die F&uuml;&szlig;e auf die St&uuml;tzstellen ab und greife die Stange. Ziehe nun die H&auml;nde auf den Nabel, nicht h&ouml;her. Dabei sollten die Arme nahe am K&ouml;rper bleiben und die Schultern so weit wie m&ouml;glich zusammengezogen werden. Lasse langsam und kontrolliert das Gewicht wieder nach vorne bis die Arme vollst&auml;ndig ausgestreckt sind.</p>",12,[12],"[1, 13]",[]
143,b192c4eb-31c6-458e-b566-d3f38b5aa30c,Long-Pulley (low Row),394,"<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>",12,[12],"[1, 13]",[]
144,bcabc8cf-c005-4630-8853-ef4922e7fd91,"Long-Pulley, Narrow",395,"<p>The exercise is the same as the regular long pulley, but with a narrow grip:</p>
<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>",12,[12],"[1, 13]",[]
389,222e10a6-e3ba-40fd-9598-6c1d664b450a,Low Box Squat - Wide Stance,397,"<p>Unrack the bar and set your stance wide, beyond your hips.  Push your hips back and sit down to a box that takes you below parallel.  Sit completely down, do not touch and go.  Then explosively stand up.  Stay tight in your upper back and torso throughout the movement.</p>",9,"[8, 10]",[],[1]
276,8ebe030b-7182-49a8-9eb2-1dafb05f5fc9,Lying Heel Touches,405,"<p>met de rug plat op de grond, benen in een hoek van 90 graden. armen naast het lichaam.</p>
<p> </p>
<p>1 breng de schouders iets naar boven.</p>
<p>2 buig het bovenlichaam iets naar rechts terwijl je met de rechterhand de rechterhiel aantikt.</p>
<p>3 ga terug naar startpositie. </p>
<p>4 herhaal aan de linkerkant.</p>",10,[14],[6],[4]
312,5708d3c5-0016-446b-b3f4-54b2120e8297,Lying Rotator Cuff Exercise,406,"<p>This is an excercise for problems with the levator muscles. Primary  Infraspinatus, secondary Teres Minor.</p>
<p>Lying on side. Keep elbow on waist and in 90 dgr angle. Rotate towards stomach. Add weight as fit.</p>",13,[],[],[3]
141,a81d18a0-6280-44f8-ab5a-166d016e858e,MGM Machine,414,,12,[12],[],[]
49,5af2ca13-8f3e-4a14-b70d-0e7655a1b6dd,MGM-Maschine,415,,12,[12],[],[]
256,8aadcd68-f085-44a0-a897-8b6ecf827ed0,Military Press,418,"<p>On an SZ-bar grip your hands on the outside of each bend and stand with your arms straight down, palms facing your legs. Pull the bar (bending your arms at the elbow) to your chest, and the push the bar above your head (arms as straight as possible). Return the bar to your chest by dropping your arms at the elbows. Return the bar to it's origional position (stand with your arms straight down, palms facing your legs.)</p>",8,[],[],[2]
229,89e6d2ea-9a17-4a77-9a52-d5bcf39d57fd,Military Press,416,"<p>The military press is a variation of the overhead press weight training exercise using very strict form and no pre-movement momentum.The military press targets the deltoid muscles in the shoulders as well as the triceps. Additionally, it works the core and legs, which the lifter uses to help stabilize the weight.The lift begins with the lifter standing and the barbell on the anterior deltoids. The lifter then raises the barbell overhead by pressing the palms of the hands against the underside of the barbell.</p>",13,[2],"[4, 5]",[1]
626,85b2f07b-2ce3-4c85-82ab-474a6e5620b2,Muscle up,423,"<p>The body is then explosively pulled up by the arms in a radial pull-up, with greater speed than a regular pull-up. When the bar approaches the upper chest, the wrists are swiftly flexed to bring the forearms above the bar. The body is leaned forward, and the elbows are straightened by activating the triceps. The routine is considered complete when the bar is at the level of the waist and the arms are fully straight.</p>
<p>To dismount, the arms are bent at the elbow, and the body is lowered to the floor, and the exercise can be repeated.</p>
<p>As a relatively advanced exercise, muscle-ups are typically first learned with an assistive kip. The legs swing (kip) up and provide momentum to assist in the explosive upward force needed to ascend above the bar. More advanced athletes can perform a strict variation of the muscle-up which is done slowly, without any kip. This variation begins with a still dead hang and uses isometric muscle contraction to ascend above the bar in a slow, controlled fashion.</p>",12,"[1, 11]",[],[6]
196,2ec697b5-0a69-4727-b842-3c78432253be,Nackenziehen,424,<p>.</p>,12,[12],[],[]
17,3ef8a516-d0d4-4078-9b4a-d7783da0fcf7,Negativ Bankdrücken,185,"<p>Lege dich auf die Negativbank hin, die Oberschenkel und der Rücken legen fest auf der drauf. Greife die Stange breit und lasse sie langsam und kontrolliert runter, dabei sollte die Stange kurz auf Brustwarzenhöhe den Körper berühren. Dann das Gewicht wieder hochdrücken bis die Arme durchgestreckt sind.</p>",11,[4],[],[1]
720,341c73d5-2e9a-4f13-89c9-c984c86cc088,Negativ Bankdrücken KH,186,"<p>Nehmen Sie zwei Hanteln und setzen Sie sich auf eine Negativ Bank, die Füße stehen fest auf dem Boden, der Kopf ruht auf der Bank. Halten Sie die Gewichte neben die Brust auf Höhe Ihrer Brustwarzen und drücken Sie sie nach oben, bis die Arme gestreckt sind. Lassen Sie das Gewicht langsam und kontrolliert runter.</p>",11,[4],[],[3]
93,4bd55b0a-559a-4458-aabd-e66619b63610,Negative Crunches,427,"<p>Sit yourself on the decline bench and fix your legs. Cross your arms over the chest and bring with a rolling movement your upper body up, go now without a pause and with a slow movement down again. Don't let your head move during the exercise.</p>",10,[6],[],[]
722,85ee5927-c441-4726-8cff-b0bbe33faf55,Negativ Fliegende Mit KH,428,"<p>Die Übung ist die gleiche wie bei einer normalen Bank:</p>
<p> </p>
<p>Nehmen Sie zwei Hanteln und legen Sie sich auf eine Bank. Stellen Sie sicher, dass die Füße fest auf dem Boden stehen und Ihr Rücken nicht gewölbt ist, sondern guten Kontakt mit der Bank hat. Die Arme sind etwa schulterbreit vor dir ausgestreckt. Beugen Sie nun die Arme etwas und lassen Sie sie mit einer Halbkreisbewegung zur Seite runter. Ohne den Winkel des Ellbogens zu verändern, bringen Sie sie in einer fließenden Bewegung wieder nach oben.</p>",11,[4],[],[]
712,c0b71d46-e5ad-47c0-9c60-a0abbd633692,Negativ Plank Mit Abwechselnden Fuß-Kontakt,429,"<p>Führen Sie die Planke mit erhobenen Beinen und Füßen auf einem Gymball durch. Sobald Sie sich stabilisiert haben, bewegen Sie langsam einen Fuß seitlich vom Ball weg, lassen Sie ihn den Boden berühren und kehren Sie dann in die Ausgangsposition zurück. Wechseln Sie mit dem anderen Fuß.</p>
<p> </p>
<p>Dies ist eine Core-Übung.</p>",9,"[14, 6]",[],[]
721,e386cd27-aef6-4565-88ad-639b0ea04e3a,Negativ Pushups,188,"<p>Richten Sie Ihre Schultern, Ellbogen und Hände mit ca. 30 cm angehobenen Füßen auf einer Plattform aus und führen Sie dann regelmäßige Liegestütze durch. Dies betont die Claviculafasern des Pectoralis major.</p>",11,[4],[2],[7]
315,bd453a9f-b3c6-4719-a947-10e4891691dc,Oberer Kabelzug,434,<p>Seitlich den Griff vom Kabelzug mit gestrecktem Arm von oben nach unten drücken bis der Griff vor dem Oberschenkel ist.</p>,11,[],[],[]
374,31061d58-abab-4053-bd19-96e0ebb1c49d,Obrácené Zkracovačky,436,"Lehneme si na záda, k lavici, nebo na lavici. Chytneme se za hlavou a pak zvedáme nohy do svíčky tak, aby se lehce nadzvedla pánev.  Rozsah pohybu není velký, přibližně okolo 10 cm maximálně však 15 cm a závisí na ohebnosti a zdatnosti. Je dobré vycítit, kdy už nepracují svaly břicha a práci přebírají ohýbače kyčlí.",10,[6],[],[]
197,e7fdd8fb-5e07-4a29-9d56-a005338b2e19,Overhand Cable Curl,439,"<p>Hands at shoulder height, curl arms in toward head, then back out.</p>",10,[1],[],[]
355,b9c97cec-ffc7-4e9a-8ecc-08b285aed3b4,Overhead Squat,441,"<p>The barbell is held overhead in a wide-arm snatch grip; however, it is also possible to use a closer grip if balance allows.</p>",9,[],[],[]
725,5009eedc-554f-43ef-852e-77ba45a7297c,Pause Bench,445,"<p>Senken Sie den Riegel auf Ihre Brust und halten Sie dort 2 Sekunden lang inne (ruhen Sie sich jedoch nicht aus). Drücken Sie wieder hoch. Verwenden Sie das gleiche Gewicht wie beim Bankdrücken, aber führen Sie nur einzelne Wiederholungen durch. Insgesamt die Anzahl der Wiederholungen, die Sie in einem Satz Bankdrücken gemacht haben (wenn Sie 3 Sätze mit 8 Wiederholungen gemacht haben, machen Sie 8 Einzelpausen-Bankwiederholungen.</p>",11,[4],[5],"[1, 8]"
270,625aefd5-7ba2-40e9-bdc3-7d3ab1bcf3b8,Pause Bench,445,"<p>Lower the bar to your chest and pause (but do not rest) there for 2 seconds. Press back up. use the same weight you would on bench press, but perform only single reps. Total the number of reps you did in one set of bench press (if you did 3 sets of 8 do 8 sinlge pause bench reps.</p>",11,[4],[5],"[1, 8]"
731,196f9a72-7518-45c4-a4f2-d3ba3e0d3b3e,Pendelay Rows,448,"<p>Rückenübung mit einer Langhantel mit einer Ausgangsposition, die mit der Rückenparallele zum Boden gebeugt ist. Die Langhantel liegt auf Brusthöhe auf dem Boden. Für die Bewegung die Langhantel am schulterbreiten Griff ergreifen und in Richtung Brust ziehen, ohne die gebeugte Position zu verlieren und ohne etwas anderes als Ihre Arme zu bewegen</p>",12,"[12, 9]","[1, 5]",[1]
202,eed05679-d1cb-44a2-a17d-dd5b0097c874,Pendelay Rows,448,<p>Back excercise with a barbell with a starting position which is in a bent over position with the back paralell to the ground. The barbell is on the ground at chest level.For the movement grab the barbell at shoulder width grip and pull towards your chest without losing the bent over position and without moving anything but your arms</p>,12,"[12, 9]","[1, 5]",[1]
182,53b6a314-df50-4ef8-9b3d-ce290562df5b,Perfect Push Up,450,<p>Push up with perfect push up</p>,11,[4],[],[]
361,00be3262-2783-4670-8cf4-70cacbff5ca1,Pike Push Ups,454,<p>Push Up performed from a pike position (optional to have feet elevated).</p>,8,[4],[5],[7]
160,b1d6d536-7f4a-4dd3-8b76-62d7a984e115,Pistol Squat,456,<p>One legged squat</p>,9,"[11, 8]","[2, 1, 13]",[]
238,7729ffe5-a896-4deb-80e0-f4e6163c0c09,Plank,458,"<p>Get into a position on the floor supporting your weight on your forearms and toes. Arms are bent and directly below the shoulder. </p>
<p>Keep your body straight at all times and hold this position as long as possible. To increase difficulty an arm or leg can be raised while performing this exercise.  </p>",10,"[14, 6]","[1, 10, 5]",[7]
189,742334a0-9a6e-4668-9883-fa578ead2a64,Power Clean,463,<p>Olympic weight lifting</p>,13,[4],[10],[]
193,84b4e711-8b29-4541-ad58-dad967f82390,Preacher Curls,465,<p> Place the EZ curl bar on the rest handles in front of the preacher bench. Lean over the bench and grab the EZ curl bar with palms up. Sit down on the preacher bench seat so your upper arms rest on top of the pad and your chest is pressed against the pad. Lower the weight until your elbows are extended and arms are straight. Bring the weights back up to the starting point by contracting biceps. Repeat</p>,8,[13],[13],[]
371,f70761d1-5003-4ffc-b6fe-9c1d024d0562,Přítahy v Kleče Jednoručkou,466,"Přítahy jednoručky lze provádět buď vkleče na lavici, nebo ve stoji s nakročením jedné nohy (bez opření nebo s opřením volné ruky o pevný bod - stojan, lavičku apod.). Zaujměte výchozí polohu s jednoručkou drženou v napnuté paži neutrálním úchopem (dlaň směřuje k tělu). Zpevněte tělo a držte rovná záda - bederní, hrudní i krční část páteře v přirozené poloze.
Obloukovitým pohybem přitahujte činku směrem k pasu. Loket se pohybuje blízko k tělu, rameno dolů (směrem od uší) a mírně směrem vzad za tělo. V závěrečné fázi cviku můžete mírným vytočením trupu na straně činky směrem vzhůru docílit větší kontrakce svalů. Po dosažení této fáze činku kontrolovaně spouštějte do výchozí polohy.
Nádech je při excentrické fázi cviku (spouštění činky), výdech v koncentrické fázi (přítah činky k pasu).
Varianta, kdy se loket pohybuje dále od těla a úchop se místo neutrálního (dlaní k tělu) přibližuje úchopu nadhmatem a osa činky tak jde kolmo k tělu, více zatěžuje zadní část deltového svalu a horní a střední část svalu trapézového.",12,[12],[],[3]
365,d92fd2b6-d5c0-4422-b565-34b0f24b4be1,Přítahy v Sedě s Oporou,467,"Při cvičení ramena držte na místě, nezvedejte je nahoru, při kontrakci táhněte lopatky k sobě a dolů, nadloktí podél těla dozadu. Soustřeďte se na zádové svaly a ne na svaly rukou.",12,[12],[],[]
429,82a0a7e2-2d4d-4336-9412-f9878575f709,Prone Scapular Retraction - Arms at Side,468,"<p>Lying on stomach with head on towel.</p>
<p>Stretch arms straight out to your sides.</p>
<p>Slowly lift your arms, pulling your shoulderblades together, hold for 3 seconds.</p>
<p> </p>",12,[9],[],[]
225,82de8ce3-8ea4-4154-8119-dd37cb5cdec5,Pull-Over KH,472,"<ul>
<li>Sie Liegen auf einer Bank, die Füße stehen am Boden, die Arme sind nach oben gesteckt.</li>
<li>Beide Hände halten eine Kurzhantel so, dass die Scheibe auf den Handflächen liegt, Daumen und Zeigefinger umschließen den Griff der Hantel</li>
</ul>
<ul>
<li>beim Einatmen die Hantel hinter den Kopf sinken lassen und dabei leicht die Ellbogen beugen</li>
</ul>
<ul>
<li>beim Zurückkehren in die Ausgangsposition ausatmen</li>
</ul>",11,[4],[],[3]
107,7ce6b090-5099-4cd0-83ae-1a02725c868b,Pull-ups,475,"<p>Grab the pull up bar with a wide grip, the body is hanging freely. Keep your chest out and pull yourself up till your chin reaches the bar or it touches your neck, if you want to pull behind you. Go with a slow and controlled movement down, always keeping the chest out.</p>",12,[12],"[2, 1, 9]",[6]
140,d46adbda-7c60-42a0-b1fd-9ec111b35956,Pull Ups on Machine,477,,12,[12],"[2, 1, 9]",[]
190,b22cfb08-66ab-4e2d-9757-9dea7c5d47f8,Push Press,478,<p>olympic weight lifting</p>,13,[9],[8],[]
790,819f89d5-df2b-473e-a9c8-3242738ddc2b,Pushups,480,"A push-up (or press-up if the hands are wider than shoulders placing more emphasis on the pectoral muscles) is a common calisthenics exercise beginning from the prone position. By raising and lowering the body using the arms, push-ups exercise the pectoral muscles, triceps, and anterior deltoids, with ancillary benefits to the rest of the deltoids, serratus anterior, coracobrachialis and the midsection as a whole. Push-ups are a basic exercise used in civilian athletic training or physical education and commonly in military physical training. They are also a common form of punishment used in the military, school sport, or some martial arts disciplines.",11,"[2, 4, 5]","[13, 3]",[7]
195,9d756e84-6b77-4f17-b21d-7d266d6a8bd2,Push Ups,482,"<p>Start with your body streched, your hands are shoulder-wide appart on the ground. Push yourself off the ground till you strech your arms. The back is always straight and as well as the neck (always look to the ground). Lower yourself to the initial position and repeat.</p>",8,[5],"[2, 4, 6]",[7]
161,2738e6e0-2158-4a7e-8fbd-32657d043a65,Rack Deadlift,484,"<p>Deadlift to be done using a Smith machine or a free rack. Bar or barbell hould be just right under the knee cap level. Lift using the glutes and through the heels, then come back to starting postion with a control movement of 2 seconds.</p>
<p>This exercise targets mainly the lower back and glutes.</p>",12,[8],[1],[]
237,69f271a6-5408-49d9-8a3a-1f6088835f30,Rear Delt Raises,487,"<p>Seated on a bench bWith the dumbbells on the floor bend over at 45 Degrees and then slowly raise each dumbbell to shoulder height and hold for a couple seconds before lowering to the starting position. </p>
<p> </p>",13,[],[],[3]
670,f8a14f95-bdf7-433a-a1db-ef26b4ecd2e9,Renegade Row,490,"<p>Get into pushup position gripping some dumbbells. Perform one pushup, then drive your left elbo up, bringing the dumbell up to your body. Return the dumbell to starting position. </p>
<p>Perform another pushup and then row with the other arm to complete one rep.</p>",12,"[12, 9]",[],[3]
208,438678dc-5a62-4496-9458-341af0616626,Reverse Bar Curl,493,"<p>Hold bar with reverse (or ""overhand"") grip, palms facing the floor.</p>",8,[1],[],[2]
771,bdcae845-6726-457f-8e04-203754a78e1c,Reverse Curl,495,The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise.,8,"[1, 13]",[1],"[1, 3]"
815,7662a76a-3ea7-4b63-86d9-c0702b554090,Reverse Curls,495,"
<p>Bewegungablauf ist wie bei normalen Langhantel Curls für den Bizeps, nur die Handstellung ist <em>reverse</em>, also die Handflächen zeigen nach hinten.</p>

<p>Halte die Hantel mit etwa schulterbreitem Griff, die Arme sind ausgestreckt. Beuge die Arme und brige die Hantel mit einer schnellen Bewegung nach oben. Ohne Pause wird das Gewicht nun kontrolliert nach unten gebracht. Beachte, dass die Bewegung nach oben schneller ist als nach unten.</p>
<p>Während des Bewegungablaufs sollte der Körper nicht mitschwingen. Die Ellenbogen bleiben dabei immer an der Stelle.</p>

<p> </p>
",8,"[1, 13]",[1],"[1, 3]"
399,30a8ef85-a24c-4f44-b558-55d3279b29c5,Reverse Grip Bench Press,498,<p>Upper chest focuses exercise that also works triceps</p>,11,"[4, 5]",[2],"[1, 8]"
713,24e5637e-60eb-41f5-b964-31e2af990bfc,Reverse Plank,500,<p>Umgekehrte Plank mit Bauch nach oben.</p>,10,[],[],[]
409,75ec610d-216a-49fe-b395-c5fd8ee14b53,Reverse Plank,500,<p>Plank with stomach towards ceiling</p>,10,[],[],[]
360,f7b6a6b0-6dd8-4648-9a32-83039f5e28e1,Ring Dips,501,<p>Dips peformed on gymnastic rings.</p>,8,[5],[],[]
263,9f622058-85a4-4272-ad99-e5696e772137,Roman Chair,505,<p>Crunches on roman chair</p>,10,[],[],[]
351,e35528f9-1785-41b5-860a-3408a6c02b2d,Romanian Deadlift,507,<p>DL from top to pos 2: https://www.youtube.com/watch?v=WtWtjViRsKo</p>,9,[],[],[1]
801,7b4243cd-6da8-4e68-a972-6e1650f6e790,Row,508,"In strength training, rowing (or a row, usually preceded by a qualifying adjective — for instance a seated row) is an exercise where the purpose is to strengthen the muscles that draw the rower's arms toward the body (latissimus dorsi) as well as those that retract the scapulae (trapezius and rhomboids) and those that support the spine (erector spinae). When done on a rowing machine, rowing also exercises muscles that extend and support the legs (quadriceps and thigh muscles). In all cases, the abdominal and lower back muscles must be used in order to support the body and prevent back injury.",12,"[12, 9]",[10],"[1, 3, 6]"
142,1ad8e721-9297-46c2-a983-7297ca4dfa52,"Rowing, Lying on Bench",510,,12,[12],[],[]
108,57747eb3-411a-4efd-8842-a45e562320ee,"Rowing, Seated",512,,12,[12],[],[]
106,3c3f23b5-b523-4a69-8c79-1106a4ce9b6d,"Rowing, T-bar",513,"<p>The execution of this exercise is very similar to the regular bent over rowing, only that the bar is fixed here.</p>
<p>Grab the barbell with a wide grip (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise. Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.</p>",12,[12],"[2, 1, 13]",[]
201,b3eb5e26-5e55-41d8-901a-2af56f1fffe0,Rückenmaschine,514,<p>.</p>,12,[12],[],[]
763,ceaff086-55a9-439f-89f6-7aef8b54c637,Rückenstrecker im Stehen,516,"<p>Ball zwischen die Hände klemmen oder Handtuch auseinanderziehen und dann im Stand nach oben mit ausgestreckten Armen über den Kopf ziehen, dabei je Wiederholung abwechselnd ein Bein heben. Die Beine können mit einem Widerstandsband verbunden sein.</p>",12,[],[],[]
224,da935415-da89-40a0-820b-136f95a747f8,Rudern am Tiefen Block (Seilzug),518,<p>beim Einatmen den Haltegriff zum Schwertfortsatz des Brustbeins führen. während der Rücken aufgerichtet und die Ellbogen so weit wie möglich nach hinten gezogen werden</p>,12,[12],[],[]
42,9dc1a227-5343-4675-ba59-40cad41803d3,Rudern Aufgelegt,519,,13,[],[],[]
79,87423a4f-3216-4c9b-b735-9074e0f664ee,Rudern Aufrecht MP,520,"<p>Der Bewegungsablauf ist derselbe wie bei Ausf&uuml;hrung mit einer &szlig;-Stange.</p>
<p>Stelle dich gerade hin, die F&uuml;&szlig;e etwa schulterbreit. Halte die Stange mit einem Obergriff vor den Oberschenkel, die Arme ausgestreckt. Ziehe dann die Stange dicht am K&ouml;rper hoch, bis etwa zum Kinn. Die Ellenbogen zeigen nach oben, so, dass in der h&ouml;chsten Position die Arme ein leichtes V machen. Mache nach M&ouml;glichkeit hier eine kurze Pause und gehe dann langsam wieder runter.</p>",13,"[2, 9]",[1],[]
62,82be7262-2c5d-4c38-a433-61160fd22a0b,Rudern Aufrecht ß-Stange,521,"<p>Stelle dich gerade hin, die Füße etwa schulterbreit. Halte die ß-Stange mit einem Obergriff vor den Oberschenkel, die Arme ausgestreckt. Ziehe dann die Stange dicht am Körper hoch, bis etwa zum Kinn. Die Ellenbogen zeigen nach oben, so, dass in der höchsten Position die Arme ein leichtes V machen. Mache nach Möglichkeit hier eine kurze Pause und gehe dann langsam wieder runter.</p>",13,"[2, 9]",[1],[1]
245,788ef0a5-492f-48a7-87dc-b15dda185bb8,Rudern Eng Zum Bauch,512,<p>Geraden Rücken lassen</p>,12,[12],[],[]
730,3bb09a29-00ef-4cbf-98a6-77aab3bebf0d,Rudern KH Auf Schrägbank,523,"<p>Lehnen Sie sich mit einem neutralen Griff in eine Schrägbank.</p>
<p>Nehmen Sie eine Hantel mit neutralem Griff in jede Hand und beginnen Sie mit geraden Armen. Dies wird Ihre Startposition sein.</p>
<p>Ziehen Sie die Schulterblätter zurück und beugen Sie die Ellbogen, um die Hanteln zu Ihnen zu rudern.</p>
<p>Halten Sie am oberen Rand der Bewegung an und kehren Sie dann in die Ausgangsposition zurück.</p>",12,[12],"[1, 13]","[3, 9]"
59,126d719a-4b59-4458-b182-d578cdcfee1a,Rudern Vorgebeugt LH,83,"<p>Greife die Langhantel mit breitem (etwas mehr als Schulterbreit) Griff und beuge dich nach vorne. Dabei ist der Oberkörper nicht ganz Waagerecht, sonder ein bisschen steiler, der Kopf schaut nach vorn und die Brust is rausgestreckt.</p>
<p>Ziehe nun das Gewicht in richtung Bauchnabel. Schwinge während der Bewegung den Oberkörper nicht und halte die Arme dicht am Körper wenn du sie hochziehst. Bringe die Hantel langsam wieder nach unten.</p>",12,[12],"[2, 1]",[1]
70,5da0cb07-6e05-4ca5-95e2-e44ad67e6757,Rudern Vorgebeugt LH Reverse,525,"<p>Bewegungsablauf wie beim normalen vorgebeugtem Rudern, nur die Handstellung ist <em>reverse</em>, also die Handfläche zeigen nach hinten.</p>
<p>Greife die Langhantel mit breitem (etwas mehr als Schulterbreit) Griff und beuge dich nach vorne. Dabei ist der Oberkörper nicht ganz Waagerecht, sonder ein bisschen steiler, der Kopf schaut nach vorn und die Brust is rausgestreckt.</p>
<p>Ziehe nun das Gewicht in richtung Bauchnabel. Schwinge während der Bewegung den Oberkörper nicht und halte die Arme dicht am Körper wenn du sie hochziehst. Bringe die Hantel langsam wieder nach unten.</p>",12,[12],"[2, 1]",[1]
904,1de6fe0a-f267-4509-84bc-2ecefbe5652d,Rumänisches Kreuzheben,216,"<p>Halte das Gewicht (Kurzhanteln oder eine Langhantel) vor den Oberschenkeln und senke es auf den Boden, indem du die Hüfte nach hinten schiebst.</p>
<p>Während du das Gewicht absenkst, halte die Schulterblätter zueinander gezogen und den Brustkorb offen und weit.</p>
<p>Wenn sich das Gewicht unter den Knien befindet, stoße die Hüfte nach vorne und kehre in die Ausgangsposition zurück.</p>",9,[],[],"[1, 3]"
370,f18f3080-8495-4986-aff6-5b5e6504894c,Rumunský Mrtvý Tah,526,"volíme velmi úzký postoj(mezi chodidly pouze několik cm) a nohy necháváme při provádění cviku napnuté. Činku držíme pevně oběma rukama a s napnutými nohami vytahujeme nahoru. Při tomto cviku pracují především hamstringy a vzpřimovače zad. Je velice důležité, abychom činku po celou dobu drželi co nejblíže těla. Pokud ji totiž dáme od těla daleko, tak na spodní záda působí obrovská páka a hrozí velké riziko zranění.

http://mrtvytah.eu/rumunsky-mrtvy-tah/ ",12,[],[],[1]
397,bbee856a-abe0-4a5f-a622-d5f85ee1d1f1,Run,527,"<p>Running or jogging outside in a park, on the tracks,...</p>",9,[],[],[]
398,2359347e-0561-4d03-b050-b3c18f9d7b37,Run - Interval Training ,529,"<p>Run and do some interval trainings such as hill repat, fartlek,..</p>",9,[],[],[]
269,51d56238-31a1-4e5a-b747-da30eece4871,Run - Treadmill,530,<p>Run on a treadmill</p>,9,[],[],[]
879,6f43fa49-d64e-4132-bebc-2fd722da6997,Russian Twists,738,"<p>To perform the Russian twist one sits on the floor and bends both knees while feet are be kept together and held slightly above the ground (or put under a stable surface). Ideally, the torso is kept straight with the back kept off the ground at a 45 degree angle with arms held together away from the body in a straight fashion and hands kept locked together like a ball or one can hold a weight to increase the difficulty. Next, the arms should be swung from one side to another in a twisting motion, with each swing to a side counting as one repetition. The slower one moves the arms from side to side, the harder the exercise becomes, working the abdomen that much better. When moving one's arms during the exercise, it is crucial to not stop between repetitions or else one will lose the effect of working the abdomen. As with all exercise, consistent breathing in and out during the exercise is important as one must ensure proper oxygen flow.</p>",10,[14],[6],[7]
16,af491dbd-311f-4648-a4f4-ab293329fcdb,Schrägbankdrücken KH,537,"<p>Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt, der Kopf liegt auf der Bank. Nehme die Hanteln in die Hand und drücke sie nach oben. Bringe die Hanteln nach unten, bis sie neben der Brust sind. Drücke das Gewicht wieder nach oben.</p>",11,[4],"[2, 5]","[3, 9]"
